formula,material_id,band_gap,formation_energy,energy_above_hull,nsites,volume,density,spacegroup_symbol,spacegroup_number,crystal_system,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,category,analyzed_metal,stable_phase_pH2,region_pH2,stable_phase_pH5,region_pH5
BePd3,mp-13453,0.0,-0.381979747499999,0.0,8,105.04066054244497,10.379005232335853,Cmcm,63,orthorhombic,2.85436846,5.0282843093192655,7.63248472,90.0,90.0,106.48900549471475,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be5Pd,mp-650,0.0,-0.31534194249999903,0.0,6,53.35012297158457,4.714890142485599,F-43m,216,cubic,4.225552631292547,4.2255513051526545,4.22555212,60.00000144946778,60.00001183115119,60.0000065905212,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be2Ag,mp-603,0.0,0.029720604444444004,0.029720604444444004,6,65.31910150123308,6.400869452023749,Fd-3m,227,cubic,4.520485527465759,4.520485150930415,4.52048478,60.00000271437219,60.000005469759266,60.00000962941078,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
HfBe2,mp-2553,0.0,-0.170745116666664,0.012765049333336002,3,39.21508796727939,8.32128130994708,P6/mmm,191,hexagonal,3.77950106,3.7795016042188516,3.1699582,90.0,90.0,119.9999952367756,bi-metallic metal,Hf,Hf[+4],Passivation,HfO2(s),Passivation
HfBe5,mp-2025,0.0,-0.2293877075,0.0,6,60.84319134601322,6.101176010276861,P6/mmm,191,hexagonal,4.51940161,4.51940307884208,3.43969043,90.0,90.0,120.00000396100104,bi-metallic metal,Hf,Hf[+4],Passivation,HfO2(s),Passivation
HfBe13,mp-1878,0.0,-0.17547948321428603,0.0,28,247.0931058213738,3.973689675294766,Fm-3c,226,cubic,7.0435218394887835,7.043522664333481,7.043523740141988,60.000583270927166,60.00060577866766,60.0005968063289,bi-metallic metal,Hf,Hf[+4],Passivation,HfO2(s),Passivation
Hf2Be17,mp-1105643,0.0,-0.22629741236842102,0.0019026751754380002,19,175.70006487716364,4.82177170198779,R-3m,166,trigonal,5.640085374386265,5.640085374386265,5.640085348518926,82.99649303637658,82.99649303637658,82.99650892705125,bi-metallic metal,Hf,Hf[+4],Passivation,HfO2(s),Passivation
Hf2Be17,mp-1198059,0.0,-0.22718721026315702,0.001012877280702,38,351.44044544160425,4.821218569749939,P6_3/mmc,194,hexagonal,7.464506607371982,7.464506607371982,7.2831438,90.0,90.0,119.99999758364143,bi-metallic metal,Hf,Hf[+4],Passivation,HfO2(s),Passivation
Hf2Be17,mp-1212567,0.0,-0.228200087543859,0.0,114,1053.7599926081737,4.823786859274744,P6_3/mmc,194,hexagonal,7.476712408088531,7.476712408088531,21.766557,90.0,90.0,120.00000361106837,bi-metallic metal,Hf,Hf[+4],Passivation,HfO2(s),Passivation
Ta2Be,mp-11278,0.0,-0.15419187822222202,0.0,6,88.79836657783719,13.872037325446222,I4/mcm,140,tetragonal,4.902311804384103,4.911388037693395,4.911388811980095,75.57710452926793,60.061104579435735,60.06111841446162,bi-metallic metal,Ta,TaO2[+1],Passivation,TaO2[+1],Passivation
Ta3Be2,mp-1078957,0.0,-0.173273956399998,0.0,10,141.11979394560782,13.199328114196867,P4/mbm,127,tetragonal,3.3287549,6.51108039,6.51108039,90.0,90.0,90.0,bi-metallic metal,Ta,TaO2[+1],Passivation,TaO2[+1],Passivation
TaBe2,mp-2676,0.0,-0.185840904111111,0.035414196428571,6,69.02866224423686,9.572869402047619,Fd-3m,227,cubic,4.604489046168201,4.604489135650811,4.6044896,60.000003991926135,60.00000334906209,60.00001145444304,bi-metallic metal,Ta,TaO2[+1],Passivation,TaO2[+1],Passivation
TaBe3,mp-1102049,0.0,-0.23624920808333202,0.0,12,124.89790464134929,8.29556586099135,R-3m,166,trigonal,4.549718988453387,4.549718988453387,7.445883534059549,72.21060885641342,72.21060885641342,60.0000248883546,bi-metallic metal,Ta,TaO2[+1],Passivation,TaO2[+1],Passivation
TaBe12,mp-567842,0.0,-0.13860669825641,0.0,13,112.32961310752474,4.273601358660808,I4/mmm,139,tetragonal,4.208473001504694,5.578450152156592,5.578451287933318,81.81985304344494,67.83914365597514,67.83914815433312,bi-metallic metal,Ta,TaO2[+1],Passivation,TaO2[+1],Passivation
Ta2Be17,mp-1189402,0.0,-0.18140817945614002,0.0,19,167.11090446156103,5.118447626982379,R-3m,166,trigonal,5.545818695143491,5.545818695143491,5.54581779690561,83.07347300100402,83.07347300100402,83.07347648453083,bi-metallic metal,Ta,TaO2[+1],Passivation,TaO2[+1],Passivation
Be2W,mp-11282,0.0,-0.303591991666665,0.0,12,124.98275672720283,10.727997088686543,P6_3/mmc,194,hexagonal,4.444089750005225,4.444098850385166,7.3072156400023305,90.00008027096965,89.99999327637511,119.99976861329513,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be12W,mp-568827,0.0,-0.10411236923076801,0.0,13,108.99700267510038,4.448328426834965,C2/m,12,monoclinic,4.200750724261655,5.510283022788474,5.510285090669943,81.64097295190169,67.5812162661211,67.58122082050657,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be22W,mp-30444,0.0,-0.04122698,0.017619141739129002,46,387.23863341666697,3.2770762705374192,Fd-3m,227,cubic,8.1814684895478,8.181466884930826,8.18135182,60.00046927867372,60.00047576642058,60.000934464103274,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be17Os3,mp-1199166,0.0,-0.272508576625,0.0,80,717.0978615975971,6.705134510412212,Im-3,204,cubic,9.766375978163861,9.766375978163861,9.766375978163861,109.47122063449069,109.47122063449069,109.47122063449069,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Ir,mp-862714,0.0,-0.461441378749999,0.0,4,38.60719409341599,9.430342897819388,I4/mmm,139,tetragonal,4.2975649020887925,4.2975649020887925,4.2975649020887925,135.37490907600917,135.37490907600917,64.94823044395135,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be46Ir7,mp-1227597,0.0,-0.20539889528301802,0.038381455754716,53,498.9533691947701,5.85762265167089,P3m1,156,trigonal,4.17684758799169,4.17684758799169,33.02418,90.0,90.0,119.99999347396569,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be5Pt,mp-1072399,0.09529999999999901,-0.461596844166666,0.0,6,52.9965917324898,7.524446226900912,F-43m,216,cubic,4.216197820924982,4.216197820924982,4.216197820924982,59.99999999999999,59.99999999999999,59.99999999999999,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
BeAu2,mp-12761,0.0,-0.135768288333335,0.0,3,43.01793443597601,15.554127698982748,I4/mmm,139,tetragonal,2.9187034242215346,2.918704445169386,5.455212957255508,105.51647087847647,105.51646191580794,89.9999941411008,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
